0.016,0.976
0.01,0.921
0.001,0.998
0.006,0.993
0.281,0.714
0.247,0.425
0.004,0.995
0.002,0.996
0.004,0.995
0.485,0.402
0.322,0.676
0.997,0.002
0.98,0.001
0.924,0.066
0.519,0.336
0.008,0.99
0.008,0.989
0.003,0.995
0.532,0.431
0.46,0.537
0.612,0.386
0.711,0.178
0.997,0.001
0.053,0.513
0.221,0.68
0.238,0.761
0.028,0.971
0.388,0.61
0.489,0.459
0.004,0.917
0.002,0.998
0.002,0.998
0.601,0.29
0.253,0.737
0.253,0.737
0.007,0.58
0.966,0.003
0.985,0.002
0.986,0.005
0.001,0
0.783,0.007
0.027,0.959
0.207,0.791
0.005,0.994
0.233,0.763
0.714,0.284
0.844,0.149
0.873,0.116
0.322,0.155
0.346,0.5
0.388,0.417
0.997,0.002
0.983,0.014
0.563,0.407
0.434,0.54
0.002,0.97
0.005,0.993
0.008,0.99
0.546,0.426
0.965,0.004
0.954,0.027
0.62,0.379
0.005,0.994
0.006,0.991
0.349,0.641
0.442,0.469
0.998,0.001
0.486,0.449
0.011,0.938
0.034,0.914
0.645,0.354
0.543,0.455
0.126,0.769
0.274,0.566
0.355,0.644
0.021,0.928
0.324,0.661
0.89,0.104
0.013,0.981
0.524,0.395
0.011,0.978
0.001,0.665
0.565,0.423
0.001,0.001
0.01,0.988
0.007,0.991
0.589,0.409
0.129,0.64
0.025,0.455
0.001,0
0.004,0.508
0.996,0.003
0.894,0.104
0.308,0.689
0.005,0.463
0.2,0.799
0.382,0.265
0.379,0.473
0.013,0.424
0.52,0.455
0.001,0.472
0.015,0.92
0.719,0.279
0.032,0.963
0.693,0.3
0.517,0.447
0.006,0.911
0.031,0.949
0.296,0.703
0.034,0.69
0.592,0.382
0.346,0.449
0.001,0
0.416,0.581
0.46,0.535
0.718,0.266
0.385,0.498
0.018,0.978
0.012,0.976
0.468,0.517
0.003,0.128
0.002,0.001
0.772,0.004
0,0
0.531,0.468
0.982,0.002
0.992,0.007
0.191,0.808
0.595,0.403
0.48,0.459
0,0
0.004,0.993
0.056,0.899
0.333,0.654
0.266,0.56
0.056,0.88
0.39,0.549
0.751,0.246
0.69,0.304
0.991,0.004
0.135,0.862
0.442,0.552
0.996,0.002
0.491,0.507
0.319,0.679
0.285,0.713
0.594,0.389
0.407,0.457
0.097,0.901
0.817,0.181
0.344,0.523
0.619,0.35
0.859,0.046
0.429,0.57
0.241,0.75
0.007,0.989
0.205,0.69
0.033,0.455
0.909,0.061
0.187,0.808
0.538,0.456
0.256,0.58
0.507,0.468
0.052,0.819
0.103,0.891
0.281,0.606
0.597,0.3
0.028,0.932
0.05,0.948
0.827,0.111
0.054,0.945
0.347,0.651
0.804,0.184
0.519,0.397
0.205,0.793
0.452,0.494
0.003,0.995
0.798,0.2
0.148,0.81
0.013,0.921
0.343,0.655
0.247,0.547
0.011,0.985
0.177,0.788
0.612,0.385
0.02,0.88
0.012,0.981
0.135,0.774
0.007,0.918
0.007,0.991
0.561,0.389
0.112,0.887
0.26,0.737
0.005,0.994
0.661,0.329
0.731,0.268
0.146,0.852
0.512,0.475
0.096,0.862
